input,output,target_ie,target_ns,target_tf,winner_ie,winner_ns,winner_tf
I'll keep this brief so I don't ramble.,"I will keep this short, I don't want to ramble.",E,S,T,Input,Output,Input
"I do weightlifting, basketball and watersports, and recently started snowboarding.","Weightlifting, basketball, watersports and I've recently gotten into snowboarding.",E,S,T,Output,Input,Input
I often go for shock value.,I tend to go for shock factor.,E,S,T,Input,Input,Output
"That goes for the body too, but it's helpful to take care of it to get the most out of it, right?","I think of the body that way too, but you gotta take care of it in order to get the most out of it, no?",E,S,T,Input,Input,Input
"You have a lot to say, but posting from your phone takes too long, so you lose interest and stop the post here.","you have a lot to say on the topic, but you're posting on your phone and lose interest because it takes too long, so your post ends about here.",E,S,T,Input,Input,Output
I can be a bit too optimistic sometimes when I try new things.,Also I'd say that I'm too optimistic for my own good sometimes when getting into new things.,E,S,T,Output,Input,Input
When I was younger I liked adventure and often got into trouble.,"Ima tomboy who LOVES adventure, and when I was younger, getting into trouble.",E,S,T,Output,Output,Input
"I rode my bike off our garage roof and tried to jump the fence, but it didn't go well.","I rode my bike off of our garage roof and tried to make it over the fence, which didnt work out too well, lol.",E,S,T,Output,Input,Input
I like going to random places I've never been; it's kind of exciting.,"I love just goin random places Ive never been before, its so exhilerating.",E,S,T,Output,Input,Input
I don't usually feel embarrassed and generally don't feel ashamed.,"I don't get embarrassed at all, basically i have no shame.",E,S,T,Output,Input,Input
"Most of the time I'm outside, either exercising or spending time with friends.",Most of the time I'm outside working out or hanging out with friends.,E,S,T,Output,Input,Output
"At work my boss often tells me to take a break, and I tell him I'm on a roll and don't want to break my momentum.","At work my boss would tell me to take a break but, I just tell him I'm on a roll and that I shouldn't break my momentum now.",E,S,T,Input,Input,Output
"Work gives me energy, but I usually feel drained at school.",I get energy from working but lose it all at school.,E,S,T,Output,Input,Output
It seems pointless to help someone who won't help themselves.,Why would I help for someone that won't help themselves?,E,S,T,Output,Input,Input
"If getting drunk isn't the plan, what's the point of drinking?","If getting drunk isn't the plan, Whats the point of drinking?",E,S,T,Input,Input,Input
"I'm studying to become an aircraft mechanic, and once I'm certified I'll enlist in the US Army.","Im studying to become a Aircraft mechanic and after I'm certified, Im going to enlist into the US Army.",E,S,T,Input,Input,Input
"Whenever an attractive woman walks past me at work, I tighten my butt muscles.",Anytime an attractive woman passes me in work I flex my butcheeks.,E,S,T,Output,Output,Input
I only handle the intense ones.,I only take control of the intense ones.,E,S,T,Output,Input,Output
I separated the other two from the sick one and I'm treating the water with medicine.,I've sectioned the two others off from the sick one and treatin9 the water with medicine.,E,S,T,Input,Input,Output
I think I'll start watching The Sopranos.,I think I'll 9et into watching The Sopranos.,E,S,T,Output,Input,Input
I watch one episode a night to relax.,An episode a night just to mellow.,E,S,T,Input,Input,Input
It seems your current situation could use more excitement and frequent stimulation.,Not an but: Your Existing Situation Needs excitement and constant stimulation.,E,S,T,Output,Input,Output
Often takes part in activities that are adventurous or a bit thrilling.,Willingly participates in activities that are thrilling and offer adventure.,E,S,T,Input,Output,Input
I care about how I come across.,I do care about my image.,E,S,T,Input,Output,Input
I don't want people to end up thinking less of me than I do.,I don't want people to think less of me than I think of myself.,E,S,T,Output,Input,Output
I don't really care if people like me; I just want everyone to know I'm good at what I do.,"I don't care if people like me or not really, I just want everyone to know I'm the shit.",E,S,T,Output,Input,Input
This is the one we agreed on at the last conference/global playdate.,I'm talking about the one we decided upon at the last conference/global playdate dude!,E,S,T,Output,Input,Input
We could all do the secret dance to mark this event.,Let's all do the secret dance to celebrate this event.,E,S,T,Output,Input,Input
You don't prefer theorizing over dealing with reality.,You don't value mental masturbation over actuality.,E,S,T,Input,Input,Input
Do you feel hungry if you don't eat for a couple of days?,Do you get hungry when you don't eat for a couple of days?,E,S,T,Output,Output,Output
"The idea of having sex with a woman appeals to me, and I appreciate that it's straightforward.",The thought of boinking(and etc) an girl appeals to me and I'd love the directness etc etc.,E,S,T,Output,Input,Input
I haven't gotten around to finding my Insta pics.,I'm too lazy to find my Insta pics.,E,S,T,Output,Input,Input
It sounds like you're listening to the wrong music.,Then you're listening to the wrong music.,E,S,T,Output,Output,Output
"I might go clubbing and bump into someone I haven't seen in years and catch up with them, or find £50 and spend the rest of the dream getting my nails done.",I'll do things like go clubbing and bump into someone I haven't seen in years and have a catch-up or find £50 and spend the rest of the dream getting my nails done.,E,S,T,Output,Input,Output
You want me to write for the full ten minutes?,You expect me to write for ten whole bloody minutes?,E,S,T,Output,Output,Input
"If he makes you this angry, consider ending the friendship.","If he makes you this angry, then just end the friendship.",E,S,T,Output,Output,Output
"Things move fast, and I take in information about my environment and the situation almost instantly, so I usually respond with what seems like the best action right away.","Everything flows and all information around me regarding the environment, situation, etc. is analyzed in a split second and usually the best action immediately follows.",E,S,T,Input,Input,Output
"I pay attention to the vibe things give off toward me, work out why I get that feeling, and then try to act in line with it.","It's as if I read the ""vibe"" everything gives off on me and then logically figure out why I'm getting that vibe and then act in best accordance to it.",E,S,T,Input,Input,Output
"If you're 5'11, list your height as 6'0 in your bio and keep details about who you are and what you like vague so people might wonder and be more likely to swipe or ask questions.","Since ur 5'11, say ur 6'0 in ur bio, and don't be too specific about who you are and what you like in ur bio, you want them to question who you are, and then to swipe/ask you questions, ya dig?",E,S,T,Output,Input,Input
"You could try a different haircut, go without the glasses, lose a bit of weight and add some muscle, then talk about clothes.","Get a better hair cut, toss the glasses, lose some weight &amp; gain some muscle, then start talking clothes.",E,S,T,Output,Output,Output
I often find myself judging people and testing them to see if my judgment is accurate.,I judge the fuck out of everyone and test them to see if my judgement is right.,E,S,T,Output,Input,Input
"I tend to be fairly confident, a bit demanding, and I usually go after what I want.","I'm confident, a little demanding, and I know what I want and am not afraid to get it.",E,S,T,Output,Input,Output
I have a lot of friends I hang out and party with.,I have lots of friends I like to party/casually hangout with.,E,S,T,Output,Input,Input
"Often, if I feel like my autonomy is being taken away, I tend to push back in small ways, like coming in late or calling in sick.","Often, if I feel like my autonomy is being taken away, I will find a way to say ""fuck you"" by making an excuse to come in late, getting sick, etc.",E,S,T,Output,Input,Input
"Either I get bored and move on, or they find out more about me and lose interest.",But then I either A) Get bored and move on or B) They see who I really am and are over it.,E,S,T,Output,Input,Output
I usually end up the most intoxicated on a Tuesday for no particular reason.,But I am typically the one who will get the most intoxicated... for no reason... on a Tuesday.,E,S,T,Output,Input,Input
Sometimes it seems like people wait for me to cross in front of them so they'll run me over.,"I always feel like they're waiting for me to cross in front of them so they can run me over, lmao.",E,S,T,Output,Input,Input
It's useful to know I can touch my own breasts in public and say it's for science when people give me weird looks.,It's good to know now that I can grab my own boobs in public whenever I want and tell people to stop giving me weird looks because it's for science.,E,S,T,Output,Output,Output
"I could do what I do on my birthday any other day of the year, and if I want to do something I won't wait for an arbitrary date.",Anything I could do on my birthday I could do basically any other day of the year and if I want to do something I'm not going to wait for some arbitrary day of the year to do it.,E,S,T,Input,Input,Input
"If they keep bothering you again, tell them plainly what you're doing, that you won't be listening to them, and ask them to stop and leave you alone.","If they keep bothering you/bother you again, just firmly tell them that this is what you're doing, and that you're not going to listen to them so they might as well shut it and mind their own business.",E,S,T,Output,Input,Input
"Being around people gives us energy, and we often end up in the middle of things at parties.",Social interactions energize us and we enjoy being in the middle of the action at parties.,E,S,T,Output,Input,Input
"For me, experience matters more than theory.",experience trumps theoretical fluff for me every time.,E,S,T,Output,Output,Output
"Last time I had a few hours to myself, I went to Hollywood Studios and rode the Tower of Terror (and took mid-ride selfies) and Rockin' Roller Coaster a few times, did some pin hunting, ate a whole popcorn by myself, did the Frozen sing-along (and seemed to sing more than the kids), and then did Midway Mania.","Last time I had a few hours to myself I went to Hollywood Studios and rode the Tower of Terror (and took mid-ride selfies) and Rockin' Roller Coaster over and over, did some pin hunting, ate a whole popcorn by myself, did the Frozen sing along (and outsang all the kids), and then did Midway Mania.",E,S,T,Output,Output,Output
We're not easily offended and don't really understand or enjoy other people's drama.,We're also not easily offended at all and can't stand (or understand) other people's drama.,E,S,T,Output,Input,Input
Many people got disc read errors because they put the Wii on its side or upside down.,A LOT of people got disc read errors because they put the Wii on its side... upside down.,E,S,T,Output,Input,Input
What's going on with America these days again?,wassup with america these days lmao again ?,E,S,T,Output,Input,Input
Maybe I should go thrifting?,s h i t might go thrifting ?,E,S,T,Output,Input,Input
I'm hoping to find some good thrift-store deals.,please thrift gods i want some good deals .,E,S,T,Output,Input,Input
Is this how I take a half-face selfie?,is this how i do an half face selfie ?,E,S,T,Input,Input,Input
"I saw this happen, get well soon.",i saw this happening get well soon ! !,E,S,T,Output,Input,Input
spend their money on a good cause.,spend their money on a great cause !,E,S,T,Output,Input,Input
I'd choose the first definition in this case.,i'd go with the first definition in this case .,E,S,T,Input,Input,Input
"Is it in any specific locations, or is it network-wide?",any locations in particular or is it network wide ?,E,S,T,Input,Input,Input
It's convenient that I can now discredit people I see as bigoted by aligning them with Putin.,i love that i can now shut down bigots by aligning them with putin .,E,S,T,Output,Output,Input
"No, build the longest road and aim for the red-numbered places.",nope build the longest road and always go for red numbered places .,E,S,T,Output,Input,Output
Should we take the truck and go?,should we take this truck and run ?,E,S,T,Input,Output,Input
"I don't get drunk, I just seem more outgoing.","i don't get drunk , i get awesome .",E,S,T,Input,Input,Input
"If you don't have anything nice to say, come sit with me and we can joke about people together.","if you don't have anything nice to say , come sit by me and we can make fun of people together .",E,S,T,Input,Input,Output
"If you saw the tornado, let me know.",if y'all seen the tornado lemme hear ya say yea !,E,S,T,Output,Input,Input
People are joking about the apocalypse like it's no big deal.,people are making apocalypse jokes like there's no tomorrow .,E,S,T,Output,Input,Input
"It seems like Starbucks puts something like crack in their holiday drinks, people stare at someone during an exam, and Americans don't seem to be having enough babies.",convinced starbucks sprinkles crack into their beverages during the holidays rt : looking at somebody during an exam like rt : americans are not making enough babies .,E,S,T,Output,Output,Output
"I got up early to finish my last paper, and there's a hurricane outside with 42 mph winds, so my power's out and it seemed like Pia might be responsible.",up early to finish my last paper and there is a literal hurricane outside 42 mph wind at the moment ... my powers out thanks pia ! !,E,S,T,Output,Output,Input
"My coworkers come over, bring me drinks and food, do my dishes, and say thanks.","my coworkers come over , give me drinks , feed me , then do my dishes and say thanks .",E,S,T,Output,Input,Input
"I spent most of the morning listening to an Apple podcast; it made me think they hire capable people, and there was some awkward chuckling.",apple really hires the best people spending my whole morning listening to ' s podcast cue the awkward chuckling surprise !,E,S,T,Output,Input,Input
"I'm in Austin, TX for taylorparillo_'s birthday, and Mayor Lee announced the city is buying 61 new hybrid muni buses to improve transit.","i'm in austin , tx for taylorparillo_'s birthday y'al the jackalope rt : mayor lee announces purchase of 61 new hybrid muni buses to improve transit across city !",E,S,T,Output,Input,Input
It just makes me want to move to LA on a whim and live poorly until I somehow become famous.,it just makes me want to move to la on a whim and live like shit until i'm famous somehow .,E,S,T,Output,Input,Input
Watch the country music countdown and live-tweet about it.,watch the country music countdown and live tweet about it .,E,S,T,Input,Input,Input
I plan to go to the rec and the grocery store today.,i will make it to the rec and the grocery store today .,E,S,T,Output,Input,Input
I thought I made this clear yesterday: wearing a sock bun to work out comes across as tacky.,"ok i thought i made this clear yesterday : if you are wearing a sock bun to work out , you're tacky and i hate you .",E,S,T,Output,Input,Input
"Flights for Christmas in Australia are booked, so be ready for about an 18-hour travel time and that I'll need to pack a suitcase to get there.",flights booked for christmas in australia get readdy as long as you're about dat 18 hour travel time in my suitcase to get there .,E,S,T,Input,Input,Input
I get the sense you might be leaning toward ISxP.,I definitely get the feeling you're leaning towards being an ISxP.,I,N,F,Input,Input,Output
You seem aware of your surroundings and careful not to step on anyone's toes with your opinions.,You sound very aware of your surroundings and quite careful about stepping over anyone's toes with your opinion.,I,N,F,Input,Input,Input
It's helpful to read your stories and advice and to know it seems to get easier over time.,"It's comforting to read your stories and your advice, and to know it gets easier being an as time goes by.",I,N,F,Input,Input,Output
"I usually text, but when I'm in a chatty mood I call people.","Texting, except if I'm in a really good/chatty mood - then I'm calling everybody up in here.",I,N,F,Input,Output,Output
"I had a crush on him, we dated unofficially for a couple of years, I ended it, we stayed friends, and I like this thread.","I got a crush on him, we dated unofficially for a couple of years, I broke it off, we continued staying friends, love this thread.",I,N,F,Input,Output,Output
"I've had a habit since I was little of watching strangers closely, but it's not intended to be creepy; it's more out of curiosity.","I've always had this habit (ever since I was little) of observing strangers intensely, but it's really not with creepy intentions, it's in a curious way.",I,N,F,Output,Input,Output
"I don't have anything specific in mind, but only people close to me get faery dick privileges, and even then I do it just to make them smile, which they know.","I can't think of anything too specific, but only people close to me get faery dick privileges and even then, I'm only doing it to make them smile (and they know it).",I,N,F,Output,Output,Output
"Yes, butterflies can be an issue.","Yes, the butterflies can be a problem.",I,N,F,Input,Input,Input
Sometimes they also make me feel unwell.,Sometimes they make me feel sick too.,I,N,F,Input,Input,Input
Your heart seems deeper than I expected.,"Dear You, Your heart is deeper than I imagined.",I,N,F,Input,Output,Output
"Very open and honest, maybe a bit too open.",Very open and honest perhaps a little to open.,I,N,F,Output,Output,Input
"I try not to share the negative ones, but over time they tend to come out.",I try to not share the negative ones but over time they tend to come out to.,I,N,F,Input,Input,Input
"Now she's pulled away, and I feel a bit lost.",Now she has pushed me away and I feel so lost.,I,N,F,Input,Input,Output
"I still like you after everything, and I know you only want a casual friendship, but I'll probably always want more.","I still like you even after everything, i know you want a light friendship only, but I will always want more.",I,N,F,Input,Input,Output
"I still have feelings for her and want her, but it seems she won't love me.","I still love her, I still want her but she will never love me.",I,N,F,Input,Input,Output
"I'm a bit confused; I like meeting people, but it can sometimes drain my energy.",I am seriously confused I like meeting people but they also sometimes drain my energy.,I,N,F,Input,Input,Output
"I usually stick to principles, but sometimes I break the law.",I am principled but i like breaking the laws to.,I,N,F,Input,Input,Input
Try thinking of her as a friend and stop acting like a perfect role model; that seems to create distance between you two.,Think of her as a friend and stop posing yourself as a role model or perfection it is what creating boundaries between you two .,I,N,F,Input,Input,Input
"If you want others to believe, believe in yourself first.",To make others believe first believe in yourself .,I,N,F,Input,Input,Input
"Few big achievements happen alone, so try to work with and understand others.",no great achievement can be done alone so learn to adopt and understand .,I,N,F,Input,Output,Input
"I do that because I don't really know another way, and if you ask me to describe myself I can't, so other people's descriptions are useful since they're what I have to go on.",I do that because I don't really know another way...ask me to describe myself and I honestly can't; other people's descriptions of me are incredibly helpful because that's all I have to go off of.,I,N,F,Output,Input,Output
When I 'shut down' I tend to go quiet and unreachable for a day or two and not really communicate.,"When I ""shut down"" I pretty much go into a catatonic, unreachable, non-communicative state for a day or two.",I,N,F,Input,Output,Input
It's less about creating balance and more about fully recharging.,It's not so much a means of creating equilibrium as it is a means of complete recharging.,I,N,F,Input,Output,Input
It's worth noting that two kinds of people can act the same but for different reasons.,Just think it's incredibly interesting how two types of people can appear/act similarly but have totally different means through which they do so.,I,N,F,Input,Output,Output
You put into words a lot of the thoughts and logical hierarchies that are often in my head.,You put into words so many of the thoughts and systems (as in like..hierarchical structures of logic) that are constantly spiraling around in my head.,I,N,F,Output,Output,Input
"It's okay to grieve, and there's still a chance something could be done.","It's okay to grieve, i'm still hoping there is something that can be done.",I,N,F,Output,Output,Output
"I don't know how to handle this, and it feels like I'm the only one dealing with it.","i just don't know how to handle this, and i feel like I'm the only one going through this.",I,N,F,Input,Output,Output
It helps to know there's someone else who can relate without having to explain things.,It's nice to know someone else is out there that can relate without having to explain stuff.,I,N,F,Input,Input,Output
"Also, remember to take care of yourself.",Another thing to remember is to take care of yourself.,I,N,F,Input,Output,Output
"The difference between an A and a B isn't worth pulling five all-nighters, skipping meals, and getting that stressed.","The difference between and A and a B is not worth pulling 5 all nighters, not eating, and stressing yourself out beyond belief.",I,N,F,Input,Input,Output
"Someone who gives me new ideas and different points of view, keeping me thinking about things I hadn't considered before.","Someone who inspires me, who keeps my thoughts and mind running by giving me new input and different/views over new things with which I didn't engaged before.",I,N,F,Input,Input,Output
I like learning about new things.,I love to learn about new things.,I,N,F,Input,Output,Output
It should be someone I can relax with and calm down around.,But it also needs to be someone who I'm able to really relax and calm down with.,I,N,F,Input,Output,Output
"Lately I've learned more about how and why I act and react, and that has helped me find ways to cope with a lot of things.","I've learned a lot about myself lately, how and why I act and react like I do and with that I also learned how to cope with a lot of stuff.",I,N,F,Input,Input,Input
And all this makes it possible to become more self-aware and improve.,And all this gives amazing possibilities for self awareness and improvement.,I,N,F,Input,Output,Output
"I usually talk well with people one-on-one, and that's when my empathy tends to come through.","I just happen to talk well with anyone alone, it's when the empath trait really shines.",I,N,F,Input,Output,Output
"Try to focus on improving yourself in ways others can't take away, since that can also help your confidence.",I implore you to strive towards improving yourself in ways they can't just take away that will also boost your confidence.,I,N,F,Input,Output,Output
"It seems we can do what we want if we work toward it and, most importantly, put some distance between ourselves and the toxic people in our lives.","We really are capable of what we want, we just have to work towards it, but most of all get away from our narcs.",I,N,F,Input,Input,Input
I'd like to help others by sharing stories and the things that helped me feel a little better.,I would like to help uplift others through sharing stories and what helped make me feel a little better.,I,N,F,Input,Output,Output
"Sometimes it can seem like the world doesn't care about you, and you're not alone in that.","Sometimes the world seems like it just doesn't give a crap about you, you're not alone in that feeling.",I,N,F,Input,Input,Output
"It seems reasonable to invite all significant others, regardless of how long a couple has been together.","As far as I'm concerned, all significant others should be invited no matter how short or long a couple has been together.",I,N,F,Output,Input,Output
"If there isn't room for a couple at your wedding, either don't invite them or talk to them beforehand to explain why.","If you don't have room for a couple at your wedding, don't invite either of them or talk to them about it beforehand to explain your reasoning.",I,N,F,Input,Input,Input
I've kind of gotten over it now and don't expect I'll really feel part of a group or fully fit in.,I've kind of just gotten over this and come to the conclusion that I'm never going to feel like I'm part of a group or that I totally fit in.,I,N,F,Input,Output,Output
"Some things that have helped me manage the pain are medical marijuana, a gluten-free diet, a lot of walking and exercise even when it was uncomfortable, and trying to keep things positive.","A few things that have helped me get through the pain are medical marijuana, a Gluten free diet, lots of walking and working out (even when I hurt), and just trying to surround myself with positivity.",I,N,F,Input,Output,Output
"If you ever need someone to talk to, you can PM me.","With that being said, if you ever need someone to talk to, feel free to PM me.",I,N,F,Input,Input,Output
"If you think I like you more than I like Shakespeare, that's not the case.","if you think i like you more than i like shakespeare , you are so wrong .",I,N,F,Input,Input,Output
What would I need to do to look like Rachel McAdams?,what do i have to do to look like rachel mcadams ? ?,I,N,F,Input,Input,Input
Just because I did one thing with someone doesn't mean we're dating.,just because i do one thing with someone does not mean we are dating .,I,N,F,Input,Output,Input
"Nobody knows where they might end up, and nobody knows what's meant to be.",nobody knows where they might end up nobody knowwsss meant to be .,I,N,F,Input,Input,Input
Can you make a Slexie lock screen for an iPhone?,can you make a slexie lockscreen for iphone ?,I,N,F,Input,Input,Input
You might want to avoid sitting in the back of the plane.,do not sit in the back of the plane 2 .,I,N,F,Input,Input,Input
It seems like Derek Shepherd 3 can't be trusted.,do not trust derek shepherd 3 .,I,N,F,Input,Input,Input
It seems like not everything Shonda says is true.,don't ever belive anything shonda says bc it's probably a lie 4 .,I,N,F,Input,Input,Output
"We were a bit worried about Connie, then we finally met her, and her intro felt very straight, but I said I wouldn't ship it to avoid getting attached even though that's probably not true; it seemed like a lot of people, especially white people, were being pretty self-focused, which was frustrating, and I'm probably going to muse Lapis and open an RP blog for her.",we were freaking out about connie and then we officially met her connie intro was so hetero but i don't want to ship it bc i love myself who am i kidding i don't love myself why do white people only have their heads up their own asses like why do we suck so much im gonna muse lapis and open an rp blog for her i know it .,I,N,F,Input,Input,Output
"I know my RP type when I see them and tend to criticize myself, you recover people by putting them face down in the ground, me: I like Lapis, everyone: you haven't met her yet, me: I like La — actually I almost choked on my cereal so don't do it, I feel bad and will match icons, that's hetero, Will has zero chill, Lucy replies to all my selfies with the 'you are tho' emojis, I'm calling myself out for being a flirt but not calling Will out because he reads Lucina doujins, I'm calling Ivy out because she's spent over $250 on LL SIF, calling Lucy out because she likes Kogami, calling Lamb out because she's a cinnamon roll and I don't have anything to call her out for, Inigo seems closer to Gerome, me: Soldier Game is my favorite sub unit, Twitter: but they aren't a sub unit — me again: Soldier Game is my favorite sub unit, and why is Kotori above Eli.",i know my rp type when i see them and i hate myself instead u recover people by putting them face down in the ground me : i love lapiseveryone : you haven't met her yetme : i love la - - lies i almost choked on my cereal hoe dont do it :( tei i loathe myself and will icon match thats hetero will has 0 chill lucy replies to all my selfies with the emojis u are tho lets i'm calling myself out for being a hoe lets not calling will out because he reads lucina doujins calling ivy out because she's spent over 250 on llsif calling lucy out because she likes kogami calling lamb out because she's a pure cinnamon roll and i have nothing to call her out for inigo is even gayer with gerome me : soldier game is my favorite sub unittwitter : but they aren't a sub un--me : soldier game is my favorite sub unit why is kotori above eli : .,I,N,F,Input,Input,Output
"I just find her a bit boring, though she's not as boring as Kotori.",kotori i just find her boring but not as boring as kotori .,I,N,F,Input,Input,Input
"They're basically the same except I find Hanayo cuter, I changed my mind about Rin but I do like you, I don't dislike Hanayo she's just not my favorite, I tend not to like stereotypically shy, stuttering, overly cutesy types even though I'm not sure why, I prefer Eli because I relate to her, and if you need to talk I'm here — are you okay?",they're the same basically except hanayo is cuter i had a change of mind abt rin yes but i like you : 3c i don't hate hanayo she's just not my fave yeah but i dislike the stereotypical shy stuttery cutesy types idk why i just do eli is my fave girl bc eli is me : 3c are u ok if u need to talk i'm here ok ?,I,N,F,Input,Input,Output
"Maybe when you hear the word 'daddy' your mind jumps to him; I need to do this quiz for psychology and was wondering if any of you would take a questionnaire about motivation — and no, Serena, I said I don't like cis girls even though that includes me, Pepper doesn't count, and yes, I'd still do him: Virion, Nozomi, Kimblee?","maybe when u hear the word "" daddy "" ur mind jumps to him i nees to do this quuz for psychology would any of you guys want to do it a questionnaire abt motivation no serena i hate cis girls and i'm a cis girl pepper doesn't count yes actually id still do him virion , nozomi , kimblee ? ?",I,N,F,Input,Input,Input
"Yes, I know it's not easy since we live in different states, but we care about each other and if you want we can be boyfriend and girlfriend, and after 21 days we could be more than friends; I don't hate you for posting 'engaged' on Facebook without a partner's name, I still see your face in my daydreams and maybe I'm wrong to have feelings for Jake, but I care about you and please help me change my mind, yesterday you told me you loved me, is today the same?","yes i know its not easy we live in two different states , but we love each other if you want we are an boyfriend and an girlfriend together ok after 21 days we are something then more friends true ok i love you bye don't hate me on facebook wrote engaged but without name of my partner i not hate you in my daydream i see your face probabily i'm wrong to love jake i love you please make me something to change my idea ok yesterday you told me i love you today you love me as yesterday ?",I,N,F,Input,Input,Input
"It seems like you love me and might stay by my side; I keep thinking you and Mikey could be a good couple, I'm usually by your side and I love you, but I also have feelings for Jake—are any of those things true?","i understand conquer me tell me that you love me and you'll by my side i know you love me my head say to me mikey and you could be great couple together i'm always by your side , i love you , but i love too jake yes but is all true ?",I,N,F,Input,Input,Input
"Is it time for me to make a decision, and do you have time to come to Rome this weekend?",is time that i take an decision you have time to become at weekend in rome ?,I,N,F,Input,Output,Input
"Got it, do you have time to come to Rome this weekend?",i got it you have time to become at weekend in rome ?,I,N,F,Input,Input,Input
My thoughts are with Rob Bironas' family.,thoughts go out to rob bironas ' family .,I,N,F,Input,Input,Input
There's a lot we can get done right now.,there's so much all of us can accomplish right now .,I,N,F,Input,Output,Output
It seems like people around me have bad attitudes.,everyone around me wants to have a bad attitude .,I,N,F,Input,Input,Input
It seems odd for you to tell me how things should be if you're my age or younger.,don't try to tell me how things should be if you're my age or younger .,I,N,F,Input,Input,Input
There's no need for the hate; it seems like a little of both.,no need for the hate admittedly an little of both imo .,I,N,F,Input,Input,Input
"I was alone, and an old friend called.",Alone time and an old friend contacted me.,I,N,F,Input,Output,Input
Only because I'm curious.,only because I'm so damn curious.,I,N,F,Input,Input,Output
"I usually choose fluffy, cozy things when I sleep.",I prefer fluffy/cozy things when sleeping.,I,N,F,Input,Output,Output
I tend to feel bad for people who instant message me.,I feel sorry for people who instant message me.,I,N,F,Input,Input,Output
Can someone provide some insight into which type I might be?,I hope someone can provide some insight into which type I might be.,I,N,F,Input,Input,Output
As far back as I can remember.,For as long as I can remember.,I,N,F,Input,Input,Input
"When I was a kid I did gymnastics, ballet, soccer, and piano lessons, among other things.","As a kid I was in gymnastics, ballet, soccer, piano lessons, you name it.",I,N,F,Input,Output,Output
I didn't stick with any.,never stuck with any of them.,I,N,F,Input,Output,Input
You can either avoid it or learn from it.,"But you can either run from it, or learn from it.",I,N,F,Input,Output,Output
I'm usually a bit lost in thought.,Always having my head in the clouds.,I,N,F,Input,Output,Output
People with a TMLT education tend to lose things frequently.,Every single type with an education TMLT lose things chronically.,I,N,F,Input,Output,Input
High or low Ne or Se users in TMLT tend to avoid something they're addicted to.,High or low Ne or Se users TMLT shun something they're addicted to.,I,N,F,Input,Input,Input
The TMLT thinker dislikes politics but has strong political ideals.,Thinker type: TMLT hate politics yet have strong political ideals.,I,N,F,Input,Output,Output
"TMLT seems to dance without music but says otherwise, and it wants people to always agree with each other.",TMLT dance to no music and claims otherwise TMLT was people to agree with each other at all times.,I,N,F,Input,Input,Input
"I get along with them fairly well, but I often end up waiting for friends to start talking to me.","Get along moderately with them, but fare Waiting for friends to talk to me.",I,N,F,Input,Input,Input
"Blue is my favorite color, but I thought 'hello' was overused, so why not make our greetings a bit more colorful?","Blue is my favorite color, but thought hello was overused so why not be bit more colorful with our greetings ?",I,N,F,Input,Input,Input
"I hope life is treating you well; I'm missing you a lot, and I'm kind of under construction, so I feel numb at times.","i hope life is treating you well, I am missing you dearly under construction I feel numb yes, on several occasions.",I,N,F,Input,Input,Input
I didn't think it affected me until I became intimate with someone and it brought back memories.,"I thought it didn't affect me until i started getting intimate with someone, and it triggered back memories.",I,N,F,Input,Input,Input
Ask the other person a lot of questions and make them the focus of the conversation.,ask the other person lots of question and make them the center of conversation.,I,N,F,Input,Output,Input
I joined this community just to get to know it.,The reason i joined this community is simply to get to know it.,I,N,F,Input,Output,Input
I often say I appreciate art but don't have the talent for it.,I've always joked that I have artistic sensibilities without the talent.,I,N,F,Input,Output,Output
Sometimes it seems like having an unusual personality can be a burden.,Sometimes I think that being an unusual personality type is a burden.,I,N,F,Output,Output,Output
"I've often wished I were more extroverted or outgoing, or just more normal.","So many times, I've wished to be more extroverted or outgoing or more...I don't know...normal.",I,N,F,Input,Output,Output
"I don't think saying ""Fine"" is lying.","I don't consider it lying to say, Fine.",I,N,F,Input,Input,Output
"If chocolate were as healthy as broccoli and broccoli tasted as good as chocolate, the world might be a bit better.","If chocolate were as healthy as broccoli and broccoli tasted as good as chocolate, the world would be a better place.",I,N,F,Input,Input,Output
"It's very narrative-based and story-oriented, which fits that style.","Very narrative based, and story oriented, just how I like it.",I,N,F,Output,Output,Output
"When you're looking for a close friend-to-be, you tend to look for someone similar to a soulmate or close to that.",When you are searching for a close friend(to be) you are looking for someone equivalent to a soul-mate or a near quality of one.,I,N,F,Input,Output,Input
How do you feel about being ignored by your best friend for two weeks?,How do you(an ) feel about being ignored by your best friend for two weeks?,I,N,F,Input,Input,Input
"It feels like I'm just watching and not really here, like I'm not part of this world.",It's like I'm just observing and not there...like I'm not part of this world or something.,I,N,F,Input,Input,Input
"Later they don't understand why you're upset, even though you still have the negative feelings they caused.","Later they don't understand why you are now upset, even though their negative feelings are still lingering inside you.",I,N,F,Output,Output,Output
Having control over my life and enough ability to reach my most important goals is enough for me.,Control over my own life and enough power to achieve my most valued goals is enough for me.,I,N,F,Input,Input,Output
I try not to seek power just for its own sake.,Power for the sake of power isn't my thing.,I,N,F,Input,Input,Input
I may be better at keeping other people's secrets than my own.,I might be better at keeping others' secrets than my own.,I,N,F,Input,Output,Input
"Theirs end up in the back of my mind and are sometimes forgotten, while mine stay with me all the time.","Theirs get vaulted in the attic of my mind, sometimes forgotten; mine constantly walk the ground with me.",I,N,F,Input,Output,Output
