text,true_label,predicted_label,confidence
you should spend less time hating so you can focus on your own dreams .,E,I,0.55
i woke up 2 and a half hours ago and i'm an hour behind you .,E,I,0.66
one week until the fam is coming !,E,E,0.65
you're a human in the vicinity of harding university and you're not at relay for life in the gac .,E,I,0.63
"rt : george w . bush : ' had my father not been the man he is , i wouldn't have been president ' happy birthday ! !",E,E,0.58
"rt : coach chip kelly and the coaching staff are already back in the office , game planning for .",E,E,0.65
end of semester liquor store purchase .,E,I,0.58
thanks again for all u do !,E,E,0.62
it died a slow and painful death .,E,I,0.6
"fellow friends , please let me know your interest , will be glad to help !",E,E,0.78
this semester is a busy one !,E,I,0.55
my partner puts $ . 25 into an account for every hour hour a week she works out .,E,I,0.6
absolutely benefit of having ras : they're perfect for telling you what to get and what not to get !,E,E,0.62
i have a male ra looking for an internship .,E,I,0.55
pros of buying a pizza for yourself : you don't need a plate .,E,I,0.68
"i'm sorry , but "" i seen the look on they faces "" is not proper english , and that is a quick way to have me disengaged from your complaint .",E,E,0.63
what are round times for judging novices on saturday ?,E,E,0.6
"the 2a gave me a proper road map , and i might pee myself as a result .",E,E,0.62
i love judging the same 1ac back to back .,E,E,0.64
"i know for a fact that you love towie , and you will therefore love mic also .",E,E,0.65
"it should be a motivator in school , a packet of biscuits for an a and like a crumb for a u : l all the smart kids would be fat tho hahahaha !",E,E,0.62
"alright no need to be like that , we prefer the term eccentric .",E,E,0.62
decoration up in sudders you are a disgrace to our generation .,E,E,0.58
me and you both know that you're the whipped one .,E,E,0.62
There's a difference between being a Leader and being a Boss.,E,E,0.56
Which do you wish to be?,E,I,0.6
"Hey Eggo, welcome to the forum.",E,E,0.75
I tend to use a DNS server so I can get US Netflix and whenever I get that kind of message I just find another DNS address as it's more likely something at their end not mine.,E,I,0.62
"I will keep this short, I don't want to ramble.",E,I,0.62
"Weightlifting, basketball, watersports and I've recently gotten into snowboarding.",E,E,0.62
I tend to go for shock factor.,E,E,0.72
"I think of the body that way too, but you gotta take care of it in order to get the most out of it, no?",E,I,0.65
"you have a lot to say on the topic, but you're posting on your phone and lose interest because it takes too long, so your post ends about here.",E,E,0.65
Also I'd say that I'm too optimistic for my own good sometimes when getting into new things.,E,I,0.62
"Ima tomboy who LOVES adventure, and when I was younger, getting into trouble.",E,E,0.65
"I rode my bike off of our garage roof and tried to make it over the fence, which didnt work out too well, lol.",E,E,0.62
"I love just goin random places Ive never been before, its so exhilerating.",E,E,0.78
"I don't get embarrassed at all, basically i have no shame.",E,E,0.6
Most of the time I'm outside working out or hanging out with friends.,E,E,0.78
"At work my boss would tell me to take a break but, I just tell him I'm on a roll and that I shouldn't break my momentum now.",E,I,0.62
I get energy from working but lose it all at school.,E,E,0.72
Why would I help for someone that won't help themselves?,E,I,0.72
"If getting drunk isn't the plan, Whats the point of drinking?",E,E,0.62
"Im studying to become a Aircraft mechanic and after I'm certified, Im going to enlist into the US Army.",E,I,0.58
Anytime an attractive woman passes me in work I flex my butcheeks.,E,E,0.78
I only take control of the intense ones.,E,E,0.65
I've sectioned the two others off from the sick one and treatin9 the water with medicine.,E,I,0.58
I think I'll 9et into watching The Sopranos.,E,I,0.58
An episode a night just to mellow.,E,I,0.62
Not an but: Your Existing Situation Needs excitement and constant stimulation.,E,E,0.71
Willingly participates in activities that are thrilling and offer adventure.,E,E,0.72
I do care about my image.,E,E,0.65
I don't want people to think less of me than I think of myself.,E,I,0.62
"I don't care if people like me or not really, I just want everyone to know I'm the shit.",E,E,0.72
I'm talking about the one we decided upon at the last conference/global playdate dude!,E,E,0.68
Let's all do the secret dance to celebrate this event.,E,E,0.68
You don't value mental masturbation over actuality.,E,E,0.63
Do you get hungry when you don't eat for a couple of days?,E,I,0.5
The thought of boinking(and etc) an girl appeals to me and I'd love the directness etc etc.,E,E,0.62
I'm too lazy to find my Insta pics.,E,I,0.62
Then you're listening to the wrong music.,E,E,0.62
I'll do things like go clubbing and bump into someone I haven't seen in years and have a catch-up or find ?50 and spend the rest of the dream getting my nails done.,E,E,0.71
You expect me to write for ten whole bloody minutes?,E,I,0.62
"If he makes you this angry, then just end the friendship.",E,E,0.62
"Everything flows and all information around me regarding the environment, situation, etc. is analyzed in a split second and usually the best action immediately follows.",E,E,0.78
"It's as if I read the ""vibe"" everything gives off on me and then logically figure out why I'm getting that vibe and then act in best accordance to it.",E,I,0.68
"Since ur 5'11, say ur 6'0 in ur bio, and don't be too specific about who you are and what you like in ur bio, you want them to question who you are, and then to swipe/ask you questions, ya dig?",E,E,0.72
"Get a better hair cut, toss the glasses, lose some weight &amp; gain some muscle, then start talking clothes.",E,E,0.62
I judge the fuck out of everyone and test them to see if my judgement is right.,E,E,0.65
"I'm confident, a little demanding, and I know what I want and am not afraid to get it.",E,E,0.63
I have lots of friends I like to party/casually hangout with.,E,E,0.85
"Often, if I feel like my autonomy is being taken away, I will find a way to say ""fuck you"" by making an excuse to come in late, getting sick, etc.",E,I,0.58
But then I either A) Get bored and move on or B) They see who I really am and are over it.,E,I,0.65
But I am typically the one who will get the most intoxicated... for no reason... on a Tuesday.,E,E,0.66
"I always feel like they're waiting for me to cross in front of them so they can run me over, lmao.",E,I,0.6
It's good to know now that I can grab my own boobs in public whenever I want and tell people to stop giving me weird looks because it's for science.,E,E,0.78
Anything I could do on my birthday I could do basically any other day of the year and if I want to do something I'm not going to wait for some arbitrary day of the year to do it.,E,I,0.62
"If they keep bothering you/bother you again, just firmly tell them that this is what you're doing, and that you're not going to listen to them so they might as well shut it and mind their own business.",E,E,0.68
Social interactions energize us and we enjoy being in the middle of the action at parties.,E,E,0.92
experience trumps theoretical fluff for me every time.,E,E,0.62
"Last time I had a few hours to myself I went to Hollywood Studios and rode the Tower of Terror (and took mid-ride selfies) and Rockin' Roller Coaster over and over, did some pin hunting, ate a whole popcorn by myself, did the Frozen sing along (and outsang all the kids), and then did Midway Mania.",E,E,0.75
We're also not easily offended at all and can't stand (or understand) other people's drama.,E,I,0.65
A LOT of people got disc read errors because they put the Wii on its side... upside down.,E,I,0.55
wassup with america these days lmao again ?,E,E,0.68
s h i t might go thrifting ?,E,E,0.62
please thrift gods i want some good deals .,E,I,0.65
is this how i do an half face selfie ?,E,E,0.62
i saw this happening get well soon ! !,E,E,0.62
spend their money on a great cause !,E,E,0.57
i'd go with the first definition in this case .,E,I,0.58
any locations in particular or is it network wide ?,E,E,0.61
i love that i can now shut down bigots by aligning them with putin .,E,E,0.66
nope build the longest road and always go for red numbered places .,E,E,0.6
should we take this truck and run ?,E,E,0.66
"i don't get drunk , i get awesome .",E,E,0.72
"if you don't have anything nice to say , come sit by me and we can make fun of people together .",E,E,0.68
if y'all seen the tornado lemme hear ya say yea !,E,E,0.78
people are making apocalypse jokes like there's no tomorrow .,E,E,0.63
convinced starbucks sprinkles crack into their beverages during the holidays rt : looking at somebody during an exam like rt : americans are not making enough babies .,E,E,0.63
up early to finish my last paper and there is a literal hurricane outside 42 mph wind at the moment ... my powers out thanks pia ! !,E,I,0.68
"my coworkers come over , give me drinks , feed me , then do my dishes and say thanks .",E,E,0.72
apple really hires the best people spending my whole morning listening to ' s podcast cue the awkward chuckling surprise !,E,I,0.64
"i'm in austin , tx for taylorparillo_'s birthday y'al the jackalope rt : mayor lee announces purchase of 61 new hybrid muni buses to improve transit across city !",E,E,0.68
it just makes me want to move to la on a whim and live like shit until i'm famous somehow .,E,E,0.78
watch the country music countdown and live tweet about it .,E,E,0.72
i will make it to the rec and the grocery store today .,E,E,0.65
"ok i thought i made this clear yesterday : if you are wearing a sock bun to work out , you're tacky and i hate you .",E,E,0.6
flights booked for christmas in australia get readdy as long as you're about dat 18 hour travel time in my suitcase to get there .,E,E,0.63
I definitely get the feeling you're leaning towards being an ISxP.,I,I,0.72
You sound very aware of your surroundings and quite careful about stepping over anyone's toes with your opinion.,I,I,0.62
"It's comforting to read your stories and your advice, and to know it gets easier being an as time goes by.",I,I,0.58
"Texting, except if I'm in a really good/chatty mood - then I'm calling everybody up in here.",I,E,0.72
"I got a crush on him, we dated unofficially for a couple of years, I broke it off, we continued staying friends, love this thread.",I,E,0.65
"I've always had this habit (ever since I was little) of observing strangers intensely, but it's really not with creepy intentions, it's in a curious way.",I,I,0.63
"I can't think of anything too specific, but only people close to me get faery dick privileges and even then, I'm only doing it to make them smile (and they know it).",I,I,0.65
"Yes, the butterflies can be a problem.",I,I,0.6
Sometimes they make me feel sick too.,I,I,0.55
"Dear You, Your heart is deeper than I imagined.",I,I,0.62
Very open and honest perhaps a little to open.,I,E,0.65
I try to not share the negative ones but over time they tend to come out to.,I,I,0.72
Now she has pushed me away and I feel so lost.,I,I,0.62
"I still like you even after everything, i know you want a light friendship only, but I will always want more.",I,E,0.63
"I still love her, I still want her but she will never love me.",I,I,0.65
I am seriously confused I like meeting people but they also sometimes drain my energy.,I,I,0.65
I am principled but i like breaking the laws to.,I,I,0.55
Think of her as a friend and stop posing yourself as a role model or perfection it is what creating boundaries between you two .,I,E,0.6
To make others believe first believe in yourself .,I,E,0.62
no great achievement can be done alone so learn to adopt and understand .,I,E,0.72
I do that because I don't really know another way...ask me to describe myself and I honestly can't; other people's descriptions of me are incredibly helpful because that's all I have to go off of.,I,E,0.65
"When I ""shut down"" I pretty much go into a catatonic, unreachable, non-communicative state for a day or two.",I,I,0.78
It's not so much a means of creating equilibrium as it is a means of complete recharging.,I,I,0.72
Just think it's incredibly interesting how two types of people can appear/act similarly but have totally different means through which they do so.,I,I,0.58
You put into words so many of the thoughts and systems (as in like..hierarchical structures of logic) that are constantly spiraling around in my head.,I,I,0.65
"It's okay to grieve, i'm still hoping there is something that can be done.",I,I,0.58
"i just don't know how to handle this, and i feel like I'm the only one going through this.",I,I,0.7
It's nice to know someone else is out there that can relate without having to explain stuff.,I,I,0.62
Another thing to remember is to take care of yourself.,I,I,0.6
"The difference between and A and a B is not worth pulling 5 all nighters, not eating, and stressing yourself out beyond belief.",I,I,0.62
"Someone who inspires me, who keeps my thoughts and mind running by giving me new input and different/views over new things with which I didn't engaged before.",I,E,0.65
I love to learn about new things.,I,I,0.58
But it also needs to be someone who I'm able to really relax and calm down with.,I,I,0.61
"I've learned a lot about myself lately, how and why I act and react like I do and with that I also learned how to cope with a lot of stuff.",I,I,0.65
And all this gives amazing possibilities for self awareness and improvement.,I,I,0.65
"I just happen to talk well with anyone alone, it's when the empath trait really shines.",I,E,0.69
I implore you to strive towards improving yourself in ways they can't just take away that will also boost your confidence.,I,I,0.64
"We really are capable of what we want, we just have to work towards it, but most of all get away from our narcs.",I,E,0.62
I would like to help uplift others through sharing stories and what helped make me feel a little better.,I,E,0.64
"Sometimes the world seems like it just doesn't give a crap about you, you're not alone in that feeling.",I,I,0.62
"As far as I'm concerned, all significant others should be invited no matter how short or long a couple has been together.",I,E,0.72
"If you don't have room for a couple at your wedding, don't invite either of them or talk to them about it beforehand to explain your reasoning.",I,I,0.68
I've kind of just gotten over this and come to the conclusion that I'm never going to feel like I'm part of a group or that I totally fit in.,I,I,0.78
"A few things that have helped me get through the pain are medical marijuana, a Gluten free diet, lots of walking and working out (even when I hurt), and just trying to surround myself with positivity.",I,I,0.62
"With that being said, if you ever need someone to talk to, feel free to PM me.",I,E,0.7
"if you think i like you more than i like shakespeare , you are so wrong .",I,I,0.55
what do i have to do to look like rachel mcadams ? ?,I,I,0.62
just because i do one thing with someone does not mean we are dating .,I,I,0.62
nobody knows where they might end up nobody knowwsss meant to be .,I,I,0.66
can you make a slexie lockscreen for iphone ?,I,I,0.55
do not sit in the back of the plane 2 .,I,I,0.57
do not trust derek shepherd 3 .,I,I,0.65
don't ever belive anything shonda says bc it's probably a lie 4 .,I,E,0.62
we were freaking out about connie and then we officially met her connie intro was so hetero but i don't want to ship it bc i love myself who am i kidding i don't love myself why do white people only have their heads up their own asses like why do we suck so much im gonna muse lapis and open an rp blog for her i know it .,I,E,0.65
i know my rp type when i see them and i hate myself instead u recover people by putting them face down in the ground me : i love lapiseveryone : you haven't met her yetme : i love la - - lies i almost choked on my cereal hoe dont do it :( tei i loathe myself and will icon match thats hetero will has 0 chill lucy replies to all my selfies with the emojis u are tho lets i'm calling myself out for being a hoe lets not calling will out because he reads lucina doujins calling ivy out because she's spent over 250 on llsif calling lucy out because she likes kogami calling lamb out because she's a pure cinnamon roll and i have nothing to call her out for inigo is even gayer with gerome me : soldier game is my favorite sub unittwitter : but they aren't a sub un--me : soldier game is my favorite sub unit why is kotori above eli : .,I,E,0.72
kotori i just find her boring but not as boring as kotori .,I,I,0.58
they're the same basically except hanayo is cuter i had a change of mind abt rin yes but i like you : 3c i don't hate hanayo she's just not my fave yeah but i dislike the stereotypical shy stuttery cutesy types idk why i just do eli is my fave girl bc eli is me : 3c are u ok if u need to talk i'm here ok ?,I,E,0.64
"maybe when u hear the word "" daddy "" ur mind jumps to him i nees to do this quuz for psychology would any of you guys want to do it a questionnaire abt motivation no serena i hate cis girls and i'm a cis girl pepper doesn't count yes actually id still do him virion , nozomi , kimblee ? ?",I,E,0.72
"yes i know its not easy we live in two different states , but we love each other if you want we are an boyfriend and an girlfriend together ok after 21 days we are something then more friends true ok i love you bye don't hate me on facebook wrote engaged but without name of my partner i not hate you in my daydream i see your face probabily i'm wrong to love jake i love you please make me something to change my idea ok yesterday you told me i love you today you love me as yesterday ?",I,I,0.6
"i understand conquer me tell me that you love me and you'll by my side i know you love me my head say to me mikey and you could be great couple together i'm always by your side , i love you , but i love too jake yes but is all true ?",I,E,0.66
is time that i take an decision you have time to become at weekend in rome ?,I,I,0.58
i got it you have time to become at weekend in rome ?,I,E,0.58
thoughts go out to rob bironas ' family .,I,E,0.62
there's so much all of us can accomplish right now .,I,E,0.72
everyone around me wants to have a bad attitude .,I,E,0.6
don't try to tell me how things should be if you're my age or younger .,I,I,0.62
no need for the hate admittedly an little of both imo .,I,I,0.6
Alone time and an old friend contacted me.,I,I,0.65
only because I'm so damn curious.,I,I,0.6
I prefer fluffy/cozy things when sleeping.,I,I,0.64
I feel sorry for people who instant message me.,I,I,0.62
I hope someone can provide some insight into which type I might be.,I,I,0.62
For as long as I can remember.,I,I,0.6
"As a kid I was in gymnastics, ballet, soccer, piano lessons, you name it.",I,E,0.65
never stuck with any of them.,I,I,0.58
"But you can either run from it, or learn from it.",I,I,0.58
Always having my head in the clouds.,I,I,0.65
Every single type with an education TMLT lose things chronically.,I,E,0.58
High or low Ne or Se users TMLT shun something they're addicted to.,I,E,0.65
Thinker type: TMLT hate politics yet have strong political ideals.,I,I,0.63
TMLT dance to no music and claims otherwise TMLT was people to agree with each other at all times.,I,E,0.62
"Get along moderately with them, but fare Waiting for friends to talk to me.",I,I,0.62
"Blue is my favorite color, but thought hello was overused so why not be bit more colorful with our greetings ?",I,E,0.65
"i hope life is treating you well, I am missing you dearly under construction I feel numb yes, on several occasions.",I,I,0.72
"I thought it didn't affect me until i started getting intimate with someone, and it triggered back memories.",I,I,0.65
ask the other person lots of question and make them the center of conversation.,I,E,0.85
The reason i joined this community is simply to get to know it.,I,I,0.58
I've always joked that I have artistic sensibilities without the talent.,I,I,0.66
Sometimes I think that being an unusual personality type is a burden.,I,I,0.62
"So many times, I've wished to be more extroverted or outgoing or more...I don't know...normal.",I,I,0.78
"I don't consider it lying to say, Fine.",I,I,0.64
"If chocolate were as healthy as broccoli and broccoli tasted as good as chocolate, the world would be a better place.",I,I,0.6
"Very narrative based, and story oriented, just how I like it.",I,I,0.62
When you are searching for a close friend(to be) you are looking for someone equivalent to a soul-mate or a near quality of one.,I,I,0.63
How do you(an ) feel about being ignored by your best friend for two weeks?,I,I,0.62
It's like I'm just observing and not there...like I'm not part of this world or something.,I,I,0.75
"Later they don't understand why you are now upset, even though their negative feelings are still lingering inside you.",I,I,0.63
Control over my own life and enough power to achieve my most valued goals is enough for me.,I,I,0.78
Power for the sake of power isn't my thing.,I,I,0.62
I might be better at keeping others' secrets than my own.,I,I,0.62
"Theirs get vaulted in the attic of my mind, sometimes forgotten; mine constantly walk the ground with me.",I,E,0.62
And that's about the only thing I can do at least partially right when you're around.,I,I,0.62
"I don't know anything about it too, I don't even know where to start.",I,I,0.62
Maybe the wings are determined by different hormones or other substances in our body?,I,I,0.58
Maybe there are no such things as wings and they are just a convention?,I,I,0.62
"I really like seeing different point of views, especially since it's impossible to know what really goes on in the other type's minds.",I,E,0.63
I guess I'll have to read more to find out my type!,I,I,0.7
"Hi--this is silly, but just food for thought, about function stacks that keep me up at night.",I,I,0.63
"I'm 'pretty sure' I am an EII in socionics (mbti , not -so I've read) but the Ne dominant... no..I wouldn't have notice and I would have though you were original and cool and unique and a pang of jealousy that I can't possibly be that confident.",I,I,0.64
"It seems to happen to me in four year cycles I have a really great year: totally extroverted, social circle developed, really happy.",I,E,0.92
"Yeah, I know what you mean.",I,E,0.58
Yes???I do live in society as an intuitive.,I,E,0.68
"By myself I'm calm and very introspective, someone who craves some sort of art or stimulation.",I,I,0.72
"I feel like I've only been really, really true to myself to a very select few people in my entire life.",I,I,0.75
"As long as I'm not being deceitful, I'm okay, y'know?",I,I,0.62
"Of course, the biggest problem is that the part of me that wants to break out all the time - my ADHD, my Midori - isn't something that's beneficial to me, nor can I whisk it away.",I,I,0.63
It's why I love key and it's why I love Mio and her route.,I,I,0.62
Reading all your comments gives me a lot of comfort and also insight to my/our personality.,I,I,0.65
I also understood more about why I feel this way and how to try and not feel this way.,I,I,0.66
"I feel like I “feel” the question more, but i don’t “think” about it much.",I,I,0.64
"I’ve been skeptical of some of them, and tried to distance myself a little, but I have a too forgiving nature (a bad thing imo) so no matter how hurt or how angry I was, I often subconsciously give up trying to be angry at them at the end because I just want me and everyone to be happy.",I,I,0.68
"When my friends are sad or angered over something, I leave all that I’m doing to talk to them and comfort them.",I,E,0.82
"Ditto on what the other two people who responded to you said, but also have to add that it would be really hard to truly understand just how hopeless and helpless she likely felt at the time.",I,E,0.62
We have to consider the fact that these types of incidents in which police target and mistreat POC are far more common than we'd ever like to admit.,I,E,0.6
"I wish that instead of spouting off conspiracy theories about Sandra Bland's death, people would focus more on her suicide as a symptom of a greater problem with the way police treat (and target) POC, as well as the wrongful arrests that result from that treatment, and the subsequent impact it can have on the physical and mental health of the victims (and their entire communities).",I,E,0.72
I like to see them out and remember everything I have.,I,E,0.65
It smells like home (PNW represent) and everything I love.,I,I,0.62
i need a lil shih tzu pal ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,I,E,0.72
i wish mo had a blog because i would read that shit daily .,I,E,0.68
i also love that mo let's me call him mo even tho he exclusively goes by mohammed these days .,I,I,0.58
oh my god we are literally still fighting the crusades i'm gonna vomit .,I,E,0.65
"as a child , i wanted to grow up to look like pamela anderson .",I,E,0.62
i'd play it wonder if i should make the tachi 3d platformer demo use sprites .,I,I,0.66
"would be easier than models to do art for and would give it a "" doom "" feel because yoshi rules .",I,I,0.62
"hey now , don't paint all mustelids with the same brush !",I,E,0.63
holy shit i'm a total artistic failure this is really cute !,I,I,0.62
i had a dream in which i went to russia to study russian poetry and also hack the game boy advance .,I,E,0.62
* suns so bright it's melting people's eyes * baseball player still puts sunglasses on top of hat * bag says feeds family of five * * opens up * - one chip it's not about that .,I,E,0.58
they're showing how normal he looks and explain that not all bad people look like monsters .,I,E,0.62
"john mayers version doesn't compare to the original yeah , that's what i was saying and that's exactly what they're trying to show .",I,E,0.65
make the best out of situations .,I,E,0.56
"if you think smoking cigarettes "" looks cool "" you've let propaganda control you .",I,E,0.58
"i hate being stuck at home all day she's the girl with kaleidoscope eyes twitter and facebook are actually very melancholy places pretty average lol crazy on ya , craaazy on you , lemme go crazy , crazy on you .",I,E,0.62
"i get cabin fever so easily seasonal affective disorder is in full swing i've been stuck in my house for 2 days , feels like i'm going insane lookin ' gudd i need warmth and sunlight , pronto .",I,I,0.65
"i do like being at home by myself sometimes though , just not for long periods .",I,I,0.75
"i like jazz fusion a lot too like animals as leaders but my fav album will always be bitches brew lol i got two $ 25 texas roadhouse gift cards , i'm so bored i just might do it lol yea lol hells yea , miles davis and coltrane were the og's designated ugly fatt friend miss ya 2 this snow makes me wanna rip around all about that free continental bfast might just join the gaming for most of the day wanna game later 3 or 4 will there ever be a film greater than pulp fiction ?",I,E,0.72
is it all as it seems ?,I,I,0.6
"i don't use that word either and there are a lot of hate filled words used , they act on impulse dogs love us unconditionally i would think "" cheese boy "" is a good name for a troll rt : and you want to teach your gsd to cook ?",I,E,0.66
rt : ... my father wishes to extend his gratitude for the service make .,I,E,0.62
"we <3 and mr , would be a good speaker too but all too true g , night sleepy see you thurs love you all thanks !",I,E,0.73
""" oh lord , the king [david] rejoices in your strength !",I,I,0.58
how great is his joy in the victories you give !,I,E,0.71
No one under stands your sense of humor.,I,I,0.56
"For those who supply a logical answer, I congratulate you for coming up with a solution.",I,I,0.55
"Just like in the research community if you theory is thoroughly explained and sounds reasonable, it is eligible for a research grant.",I,E,0.65
I always found them fascinating as a child and as I grew up it seemed I have run out of new ones to find and solve.,I,I,0.63
What pisses me off is illogical actions.,I,I,0.62
The troop-worship that this country engages in is disgusting.,I,I,0.55
"If you disagree with my opinions, then you are wrong.",I,E,0.65
#NAME?,I,I,0.6
"Thankfully, there's a blog called Reasoning With Vampires, which helps satiate my inner critic for a while.",I,I,0.62
#NAME?,I,I,0.5
But I am curious to see the results.,I,I,0.58
I Am thinking about the thought and good behavior...,I,I,0.62
The Improve The Typing Skill and Improve Knowledge to get the better jobs...,I,I,0.58
"Sure, but I pride myself in being xNTP rather than INTx.",I,E,0.7
"Degree: BS - Secondary Education, Communications with a minor in Theater.",I,I,0.55
This is by far the slowest forum I have ever frequented.,I,I,0.55
"On the contrary, it's healthy to consider other viewpoints.",I,E,0.62
"My friends and I can have a blast discussing ethics, philosophy, religion, and politics.",I,E,0.68
I'm probably going to be the only to say this: debates are pointless.,I,I,0.63
People are just trying to one-up one another with increasingly novel identifications regarding their sexuality.,I,I,0.58
"As opposed to taking in everything at once, I tend to focus on specific details to get a picture of what the environment is like.",I,I,0.71
"Once the problem has been narrowed down, you are better equipped to solve it.",I,I,0.62
A plumber who spends 5 seconds fixing a 5 second problem is better than a plumber who spends 3 hours fixing a 5 second problem.,I,I,0.45
"Rationalizing feelings by looking at cognitive functions, while seeming helpful on the outside, probably won't help you overcome what you're going through.",I,I,0.62
"If I want to achieve something, maybe personality is the part telling me to do that, but it's still a part of myself.",I,I,0.62
"Do a Double Major if you can handle the course load, That's what i am doing.",I,E,0.62
"To answer your post, you will learn everything you mentioned, but it is good if you focus on one subject to excel in.",I,I,0.62
My honest opinion is that you should learn both C &amp; Python ; it will go a long way in your career.,I,E,0.72
This quote speaks truth to me because in my young life I have experienced many things where I have yearned to understand better.,I,I,0.65
"After this debacle, I started researching a lot more about MBTI and it has provided a lot of information that has helped understand myself and my place in the world.",I,I,0.58
"I admit what I know very well, and I am humble about what I don't know, which is plenty.",I,I,0.64
I strive to achieve respect through repeated efficiency and excellence whenever possible.,I,I,0.62
"My knee-jerk response to anyone claiming to be any type at all is skepticism - I realize this may come off as judgmental, and incredibly presumptuous, so I will often keep my observations to myself.",I,I,0.72
Self-awareness is a skill developed by looking at yourself with brutal honesty.,I,I,0.72
"If you have used free internet tools and cannot explain to me what your functional stack is and what it means, then I am not sure how far our conversation will go on the matter.",I,I,0.66
I had been doing a lot of post-modern philosophy which really broke down my commitments to such things I held dear as utilitarianism and the concept of the 'autonomous individual' as conceived by liberalism.,I,I,0.63
"When he says ""God is dead, and we have killed him"" he really understands what that means.",I,I,0.65
"He is sort of right - without a God based ethic, there is no good reason for the equality of man, democracy etc.",I,I,0.55
I would politely ask you to point to something that is contrary to the Magisterium.,I,I,0.62
"I believe in God, the first mover, the necessary being.",I,I,0.65
"This is for movement efficiency, not to impress.",I,I,0.68
"This is a tech to remove delay after dash la dash, without JA, Weapon changing, or jumping, which hasn't been done before.",I,I,0.62
You're getting more ground w/ less button presses and more dashes per second.,I,E,0.72
"Assuming gets you nowhere, which is what the ""collective"" seems to do by habit continuing a stale toxic environment.",I,I,0.62
"I mean I post a truly new way to do something, I get hated on by mods and members instead of even being ask why or what makes it different.",I,E,0.64
It's got all the features I need without getting overwhelmingly complex.,I,I,0.62
I also use Google Calendar for everything I can.,I,E,0.62
"Ensure that the explanations are clear, accurate and useful.",I,E,0.62
Make sure you don't sacrifice these elements to make the experience 'fun' otherwise I'll just feel like I'm wasting my time.,I,I,0.62
"If you can keep to your schedule consistently, as well as record and track your results (I used huge spreadsheets of past paper results), and keep it up til exam season, I'm sure you won't be disappointed.",I,I,0.65
"When you're making some important decision, do you want someone to help you recognize the multiple possibilities and options or direct you towards the one ideal solution?",I,E,0.65
"I'm looking for a definite solution, not speculation.",I,I,0.58
I see (emphasis on subjective understanding and formulating your own systems) and (devaluation of personal values and preferences).,I,I,0.65
You're basing things on your preconceived notions which are really blanket assumptions.,I,I,0.55
"I'm equally interested in both of them, but I only want to devote time to one.",I,I,0.6
"It's neither smart nor energy-efficient to try patching things up with someone who has betrayed my trust, or cling to the resentment.",I,I,0.62
Best to let my brain's garbage collection do its job; I've much better things to retain in my memory.,I,I,0.72
"You can't hope for your situation to change for the better if you don't sit down with them and say something, anything - it may scare you to think about it, but it is definitely necessary to take that first step in order to solve an issue that won't go away on its own.",I,E,0.65
"When a group of people made a conscious decision to live under the same roof, there was essentially a tacit agreement that they would respect each other's space and property.",I,E,0.55
I sometimes find myself procrastinating on the side projects I work on (since I've already graduated school) because I tend to spend more time on the planning of a task than the actual execution of it.,I,I,0.62
"Analogizing political systems as features in an energy landscape of human organization, voluntaryism, especially when combined with compatible economic theory, seems to be the closest thing to a political 'ground state', allowing the rapid evolution of decentralized organizational concepts and the emergent complexity necessary for the humanity to thrive.",I,E,0.71
"What we can do, though, is minimize the risk by adopting comprehensive security strategies - anticipating risk and taking steps to prepare for possible attacks while maintaining productivity and societal function.",I,E,0.62
"A system wide solution is necessary, and that can?€™t develop when a bunch of idiots in Congress (or state legislatures) are fighting an endless battle over who gets to force their simplistic, small minded views on everyone else.",I,E,0.65
I find that the very idea of proportionality fails when one considers the implications of subjective value.,I,I,0.72
The real argument put forth is that organizing society by coercive central planning is logically inconsistent.,I,I,0.68
"i'm a slow reader , but i have wonderful grades .",I,I,0.6
"i've come to a conclusion that i can put commas wherever i want , because who's to say the placement is right or wrong ?",I,I,0.62
some people have never heard of personal business .,I,I,0.57
"i don't know 98 % of these people , and they're my family .",I,I,0.62
"i'd like to go home , barricade myself in my room , and watch netflix .",I,I,0.82
"new ways to squeeze toothpaste doesn't matter what you do , just show some tats and beard , it's a winning formula .",I,E,0.62
i've been well trained in milking every last drop out of everything thank you understandable given they are not a domesticated breed .,I,E,0.62
"you're not desensitized , it just wasn't as intense as how you remembered it .",I,I,0.62
i feel one step closer to a nobel prize in medical science everytime a guy invents a new disease as excuse to not show up .,I,I,0.55
"not really a superhero fan , outside of batman and superman she-ra .",I,I,0.55
thanks thanks youu thankssss thank happy birthday !,I,E,0.66
hope its amazing thanks guysss thank you natasha thankssss kiley miss you and love ya i hate when i show somebody a song they hate it and once it's on the radio they love it .,I,E,0.77
"thank youuu so lonely i wish that the fresh prince of bel air was on netflix : psychopaths typically use too many "" uhs "" and "" ums "" while talking , in order to seem normal .",I,I,0.62
midterms next week are going to be the death of me and grades tomorrows a big day for my ducks and all my oregonian friends to bad i can't be there speed stands out .,I,I,0.66
words mean things let me spell this shit out to y'all .,I,E,0.65
your actions ( good or bad ) do not matter to a person who doesn't value your life .,I,I,0.62
stealing & amp ; running do not equal lethal .,I,I,0.62
if scott stayed in the car we don't know what would've happened .,I,I,0.6
think i'll spend the night revamping my accounts .,I,I,0.68
Every single religious person picks and chooses what morality they want from their religion and they will come up with their own individual interpretations of the morals they do choose.,I,E,0.65
